,track,pianist,duration
0,pijama/coreac-childrenssongno-unaccompanied-xxxx-u85w3xs1,5,94.45963541666666
1,pijama/mehldaub-johnboylive-unaccompanied-xxxx-swwxkp4b,3,212.04947916666666
2,pijama/waltonc-bluesformyself-unaccompanied-xxxx-xksybfl6,4,230.62760416666666
3,pijama/tynerm-tributetoladyday-unaccompanied-xxxx-v42ux0ub,14,282.6796875
4,jtd/monkt-monksdream-mappgblakeya-1952-0526e904,18,89.98958333333333
5,pijama/jonesh-ifihadyou-unaccompanied-xxxx-yy3a1po2,8,170.37890625
6,pijama/ibrahima-oceantheriver-unaccompanied-xxxx-rw7kc1or,0,83.25
7,pijama/wilsont-butnotforme-unaccompanied-xxxx-eyurem36,17,167.31901041666666
8,pijama/evansb-onacleardayyoucan-unaccompanied-xxxx-aqgg32qc,2,285.45963541666663
9,jtd/jonesh-confirmation-mcbrideccobbj-2006-54f05882,8,79.98958333333333
10,pijama/jonesh-whatamiherefor-unaccompanied-xxxx-8a5bkfyn,8,217.27994791666666
11,jtd/evansb-billshittune-johnsonmlabarberaj-1980-0fc0ae4f,2,129.39973958333331
12,pijama/waltonc-sophisticatedlady-unaccompanied-xxxx-2nav0nyp,4,218.97916666666666
13,jtd/ibrahima-duke88-mclaurinemag-1995-cd8a1390,0,48.96875
14,jtd/coreac-sophisticatedlady-patituccijweckld-1989-85cb4d64,5,99.98958333333333
15,jtd/jonesh-intimidation-hollanddcopelandk-1989-c8e7a552,8,79.98958333333333
16,jtd/coreac-veryearly-gomezemotianp-2010-8435d193,5,109.98958333333333
17,pijama/evansb-likesomeoneinlove-unaccompanied-xxxx-awtxq598,2,387.984375
18,pijama/coreac-mozartpianosonatain-unaccompanied-xxxx-28xkew6f,5,259.9895833333333
19,jtd/hicksj-airegin-lundycmuhammadi-1987-5fc996e8,9,206.95963541666666
20,jtd/hicksj-misty-dolphindbrooksc-1997-41d1a26b,9,172.5
21,pijama/hicksj-allofyourecordedlive-unaccompanied-xxxx-plrlx40u,9,117.5
22,jtd/evansb-woodynyoutake2-chamberspjoep-1958-333e0b36,2,109.94921875
23,pijama/petersono-hogtownblueslive-unaccompanied-xxxx-piez7842,15,320.8489583333333
24,pijama/mehldaub-howlonghasthisbeengoing-unaccompanied-xxxx-1bqdef7m,3,512.2395833333333
25,pijama/monkt-askmenowtake1-unaccompanied-xxxx-8rimdq68,18,220.51822916666666
26,jtd/mancej-holymama-riveramlaroccas-1977-9983c9b5,10,152.5
27,jtd/flanagant-betweenthedevilandthe-washingtonpnashl-1996-fec7786e,19,92.5
28,jtd/monkt-teafortwo-orejdunlopf-1966-d0c4f11c,18,119.81901041666666
29,jtd/petersono-rockofages-mrazgpricer-1970-16d02636,15,117.84895833333333
30,jtd/jamala-likesomeoneinlovealternative-crosbyifournierv-1960-70b3bb7d,1,38.889322916666664
31,jtd/waltonc-justintime-carterrhigginsb-1991-d2a2c6d4,4,149.98958333333331
32,pijama/jonesh-alonetogether-unaccompanied-xxxx-kq9fuk56,8,208.13151041666666
33,pijama/ibrahima-tookah-unaccompanied-xxxx-18mcef8h,0,89.98958333333333
34,pijama/hicksj-dukeellingtonssoundoflove-unaccompanied-xxxx-t1mlzax5,9,478.9192708333333
35,pijama/jonesh-theverythoughtofyou-unaccompanied-xxxx-se7iztbu,8,282.13932291666663
36,jtd/hicksj-itgetsbettereverytime-dolphindbrooksc-1997-43d821cd,9,88.82942708333333
37,jtd/barronk-timewas-williamsbrileyb-1984-e12dbc39,12,246.20963541666666
38,pijama/barronk-springishereliveat-unaccompanied-xxxx-s4d5mt6i,12,648.4895833333333
39,jtd/evansb-34skidoo-gomezemorellm-1973-2ff369e4,2,109.50911458333333
40,pijama/waltonc-justintime-unaccompanied-xxxx-y1wpvlm4,4,307.65885416666663
41,pijama/wilsont-sweetgeorgiabrown-unaccompanied-xxxx-yylqrky2,17,177.72916666666666
42,pijama/barronk-misterioso-unaccompanied-xxxx-jfynjlxf,12,464.8359375
43,pijama/alleng-mammasbabies-unaccompanied-xxxx-oulhvv86,7,332.6497395833333
44,jtd/coreac-bessiesblues-patituccijweckld-1989-a90b01bb,5,76.51953125
45,jtd/coreac-offthecuff-gomezemotianp-2010-92201520,5,129.98958333333331
46,jtd/waltonc-thetheme-williamsdhigginsb-1992-7b76b048,4,128.64973958333331
47,jtd/petersono-placesthenri-brownrthigpene-1964-0436bd76,15,49.98958333333333
48,pijama/monkt-ishouldcare-unaccompanied-xxxx-7n3eg53t,18,115.52994791666666
49,jtd/evansb-gonewiththewind-gomezejoep-1966-eb135dab,2,69.98958333333333
50,pijama/petersono-taketheatrainlive-unaccompanied-xxxx-wsnu3na0,15,156.515625
51,pijama/jonesh-myheartstoodstill-unaccompanied-xxxx-90ink3it,8,154.03385416666666
52,jtd/tynerm-neverletmego-clarkesfostera-1999-37c19581,14,66.609375
53,jtd/drewk-rougeblues-rstednqueena-1988-1a5ea0d9,13,156.98958333333331
54,jtd/jarrettk-inyourownsweetway-peacockgdejohnettej-1993-df10bb52,11,269.9895833333333
55,pijama/coreac-childrenssongno-unaccompanied-xxxx-4f18eoq7,5,141.53776041666666
56,pijama/jonesh-youfeetstoobiginstrumental-unaccompanied-xxxx-pf54rqiz,8,135.50390625
57,pijama/ibrahima-nisa-unaccompanied-xxxx-4c05d1ks,0,379.9895833333333
58,jtd/evansb-myromance-johnsonmlabarberaj-1980-59af3186,2,39.01953125
59,pijama/coreac-askmenowlive-unaccompanied-xxxx-5fx01vp7,5,312.72916666666663
60,jtd/evansb-tttttwelvetonetunetwo-gomezemorellm-1975-616886f2,2,82.5
61,jtd/evansb-billshittune-johnsonmlabarberaj-1980-aadbd377,2,99.98958333333333
62,pijama/hicksj-contemplationliveatmaybeckrecital-unaccompanied-xxxx-wlf9arwk,9,330.21875
63,jtd/monkt-introspectiontake3-mckibbonablakeya-1971-f600e250,18,59.98958333333333
64,jtd/ibrahima-tintinyana-gertzejntshokom-1965-6febf37f,0,99.98958333333333
65,pijama/hicksj-bluesformaybeckrecitalhall-unaccompanied-xxxx-fueyhph1,9,278.2890625
66,pijama/petersono-miragelive-unaccompanied-xxxx-qwb69d25,15,357.5
67,pijama/alleng-dancingmysticpoetsatmidnight-unaccompanied-xxxx-3h5svr7o,7,259.0989583333333
68,pijama/barronk-thesmudge-unaccompanied-xxxx-3qrwffoj,12,298.95963541666663
69,jtd/evansb-whocares-israelscbunkerl-1961-7ffcaefd,2,79.98958333333333
70,jtd/evansb-myromance-johnsonmlabarberaj-1977-6fe9d497,2,29.989583333333332
71,jtd/petersono-theresaboatdatsleavin-brownrthigpene-1960-edc6c772,15,98.76953125
72,jtd/tynerm-momentsnotice-carterrwilliamst-1978-5769e6a9,14,86.859375
73,pijama/ibrahima-africandawn-unaccompanied-xxxx-jmv6zr2p,0,34.859375
74,jtd/jonesh-speaklow-hollanddcopelandk-1989-ff7fa594,8,59.98958333333333
75,jtd/evansb-likesomeoneinlove-johnsonmlabarberaj-1980-45a56209,2,122.5
76,jtd/evansb-upwiththelark-johnsonmlabarberaj-1980-33282cd0,2,42.5
77,jtd/hicksj-withmalicetowardsnone-bookerwmuhammadi-1981-d5c51907,9,179.51953125
78,pijama/petersono-bluesetudelive-unaccompanied-xxxx-ecwkfqtw,15,309.76953125
79,jtd/barronk-imeanyou-carterrcobhamb-2003-689d29d1,12,189.359375
80,jtd/petersono-ongreendolphinstreet-brownrthigpene-1961-a574389f,15,159.98958333333331
81,jtd/evansb-veryearly-gomezedejohnettej-1967-7fe01c10,2,98.93880208333333
82,pijama/ibrahima-machopi-unaccompanied-xxxx-5k6f4ehv,0,8.786458333333332
83,pijama/coreac-bluemonk-unaccompanied-xxxx-yqe31j0e,5,182.56901041666666
84,pijama/monkt-introspection-unaccompanied-xxxx-pyrd7nl6,18,130.68359375
85,jtd/jonesh-nowsthetime-eckingeribongk-1977-52c8d96b,8,129.98958333333331
86,pijama/monkt-monkspoint-unaccompanied-xxxx-l9tyejuf,18,134.625
87,jtd/jamala-bellows-heardjisraely-1992-ce069d98,1,66.9296875
88,pijama/hicksj-reflectionsrecordedliveinconcert-unaccompanied-xxxx-5m2a83x0,9,437.1888020833333
89,jtd/evansb-emily-gomezemorellm-1968-f9fa0f9b,2,39.4296875
90,pijama/ibrahima-impressionsonacaravan-unaccompanied-xxxx-grx9t17x,0,312.5
91,jtd/evansb-myromance-johnsonmlabarberaj-1980-0ac208d7,2,37.4296875
92,jtd/tynerm-bluesonthecorner-carterrwilliamst-1977-84888300,14,179.98958333333331
93,jtd/jarrettk-oleo-peacockgdejohnettej-1993-ae79f9ec,11,287.76953125
94,pijama/coreac-soinlovelive-unaccompanied-xxxx-2fudtuvh,5,494.19921875
95,jtd/jamala-oneformiles-nasserjlampkinc-1964-c68f6f7d,1,160.109375
96,jtd/hollandd-jacobsladder-joneshhigginsb-1989-38026d54,8,129.98958333333331
97,jtd/barronk-hushabye-mrazgrileyb-2009-c8b0af9e,12,142.5
