,track,pianist,duration
0,pijama/petersono-gypsyinmysoul-unaccompanied-xxxx-55pr8aqz,15,178.48958333333331
1,jtd/mancej-mainstem-tuckerbthomasb-1960-60e07797,10,137.0
2,jtd/coreac-windows-vitoumhaynesr-1970-396023de,5,106.81901041666666
3,jtd/coreac-butbeautifulpart2-gomezemotianp-2010-e2bf15c3,5,119.98958333333333
4,jtd/evansb-tttt-gomezezigmunde-1975-d607c5e4,2,96.71875
5,jtd/monkt-iletasonggo-pettifordoclarkek-1956-832cdfb5,18,57.869791666666664
6,jtd/evansb-daysofwineandroses-johnsonmlabarberaj-1980-964c123f,2,77.69921875
7,pijama/ibrahima-blueboleroblueboleroii-unaccompanied-xxxx-v9aajra2,0,38.12890625
8,jtd/evansb-autumnleaves-gomezemorellm-1968-5fee1702,2,59.98958333333333
9,pijama/alleng-dancingmysticpoetsatdawn-unaccompanied-xxxx-8jyumey5,7,336.6497395833333
10,pijama/flanagant-isntitromantic-unaccompanied-xxxx-ni9y5wer,19,213.53645833333331
11,jtd/evansb-californiahereicome-gomezejoep-1966-0a6c5b01,2,49.98958333333333
12,jtd/jamala-raincheck-crosbyifournierv-1959-7aad195e,1,139.98958333333331
13,jtd/evansb-myromance-johnsonmlabarberaj-1980-0ac208d7,2,37.4296875
14,pijama/mehldaub-brahmsintermezzoine-unaccompanied-xxxx-0s3n0c1z,3,305.9296875
15,jtd/jamala-ongreendolphinstreet-crosbyiperkinsw-1960-e395ced7,1,104.63932291666666
16,pijama/waltonc-stellabystarlightliveat-unaccompanied-xxxx-f6keh2s7,4,351.4296875
17,jtd/hicksj-mymondaydate-dolphindbrooksc-2003-a324ffcb,9,117.71875
18,jtd/petersono-tonight-brownrthigpene-1964-8f6ee111,15,99.98958333333333
19,pijama/jarrettk-pt-unaccompanied-xxxx-0eh3quq3,11,287.5
20,pijama/monkt-dinahtake1-unaccompanied-xxxx-h4h77mbr,18,139.5859375
21,pijama/mehldaub-riverman-unaccompanied-xxxx-ci96loy4,3,503.0559895833333
22,pijama/petersono-penniesfromheaven-unaccompanied-xxxx-iithecsk,15,159.52994791666666
23,jtd/evansb-ttttwelvetonetune-gomezemorellm-1971-360d7a67,2,43.6796875
24,pijama/coreac-waltzfordebby-unaccompanied-xxxx-fqjhpecd,5,499.10416666666663
25,jtd/evansb-somedaymyprincewillcome-gomezedejohnettej-1966-3e032117,2,99.98958333333333
26,jtd/petersono-thereisnogreaterlove-brownrthigpene-1961-dc8ea579,15,172.5
