,track,pianist,duration
0,jtd/evansb-oneforhelen-gomezemorellm-1975-a8cedfa9,2,109.98958333333333
1,pijama/mehldaub-johnboylive-unaccompanied-xxxx-swwxkp4b,3,212.04947916666666
2,jtd/evansb-ifyoucouldseeme-gomezemorellm-1974-923f6173,2,97.75911458333333
3,jtd/barronk-rhythmaning-williamsbrileyb-1982-d3ac958f,12,349.9895833333333
4,jtd/petersono-thesongisyou-brownrthigpene-1959-75dc6c68,15,99.98958333333333
5,jtd/tynerm-oneforhonor-fambroughcfostera-1978-a21e1ea4,14,98.99479166666666
6,jtd/petersono-liza-brownrthigpene-1959-fd4117b5,15,86.39973958333333
7,jtd/hicksj-tedsdelight-lundycmuhammadi-1987-b6c8d3b2,9,168.86979166666666
8,jtd/evansb-likesomeoneinlove-johnsonmlabarberaj-1980-20bf2e0f,2,79.98958333333333
9,pijama/mehldaub-whenifallinlove-unaccompanied-xxxx-u2x3mq76,3,273.7890625
10,pijama/mehldaub-i-unaccompanied-xxxx-cvvasakx,3,70.95963541666666
11,jtd/evansb-five-johnsonmlabarberaj-1980-33e402fe,2,38.908854166666664
12,pijama/ibrahima-twelvebytwelve-unaccompanied-xxxx-8ctt462t,0,98.42578125
13,jtd/waltonc-therubberman-carterrdejohnettej-1983-9946d28e,4,129.98958333333331
14,jtd/petersono-justsqueezeme-orstednhayesl-1971-c4507866,15,152.5
15,jtd/barronk-bouncinwithbud-carterrcobhamb-2003-543d8217,12,209.09895833333331
16,jtd/evansb-daysofwineroses-johnsonmlabarberaj-1980-c2ab551d,2,109.95963541666666
17,jtd/jamala-stellabystarlight-crosbyifournierv-1961-6601943f,1,126.25911458333333
18,pijama/mehldaub-brahmsintermezzoinbflat-unaccompanied-xxxx-5hzcvlh7,3,153.29296875
19,pijama/barronk-heresthatrainyday-unaccompanied-xxxx-3qttb5mn,12,489.71875
20,jtd/evansb-myromance-johnsonmlabarberaj-1980-0ac208d7,2,37.4296875
21,pijama/jonesh-memoriesofyouliveat-unaccompanied-xxxx-fvr90li2,8,248.43880208333331
22,jtd/evansb-34skidoo-johnsonmlabarberaj-1980-4ba2e414,2,29.989583333333332
23,jtd/flanagant-relaxinatcaramillo-washingtonpnashl-1996-137f7b22,19,129.98958333333331
