,track,pianist,duration
0,jtd/jarrettk-itcouldhappentoyou-peacockgdejohnettej-1996-058a967c,14,235.97916666666666
1,jtd/jamala-darnthatdream-crosbyifournierv-1959-0abd7fe6,1,89.98958333333333
2,jtd/barronk-greenchimneys-williamsbrileyb-1984-079c686e,15,159.98958333333331
3,jtd/waltonc-ugetsu-williamsdcobbj-2005-5872ae60,6,209.79947916666666
4,pijama/waltonc-milestones-unaccompanied-xxxx-ayylw3k1,6,257.5
5,pijama/coreac-portrait2eastonmaryland-unaccompanied-xxxx-1fih9j8k,7,115.25911458333333
6,jtd/coreac-matrix-vitoumhaynesr-1968-c2f9300b,7,166.01953125
7,jtd/cowells-iconcentrateonyou-mcclurercopelandk-1989-0aeb45db,21,228.76953125
8,jtd/petersono-bandcall-brownrthigpene-1961-5e1b44be,19,335.97916666666663
9,jtd/hicksj-nottoostraight-dolphindbrooksc-1998-28891600,12,128.46875
10,jtd/mancej-softlyasinamorning-woodejdurhamb-1994-abb8540c,13,129.98958333333331
11,pijama/jonesh-bluesetteliveatmaybeckrecital-unaccompanied-xxxx-ske6c0fu,11,186.08984375
12,jtd/evansb-youregonnahearfromme-gomezejoep-1967-08aac7d2,3,66.59895833333333
13,jtd/garlandr-youdbesoniceto-nasserjgantf-1982-6cd5e494,20,78.83463541666666
14,jtd/evansb-walkinup-gomezedejohnettej-1967-cddc4839,3,31.21875
15,jtd/evansb-daysofwineandroses-johnsonmlabarberaj-1980-64b904d5,3,106.86979166666666
16,jtd/hicksj-pasdetrois-lundycmuhammadi-1987-119bd5d3,12,182.5
17,jtd/petersono-confirmation-brownrthigpene-1961-88c73248,19,149.98958333333331
18,jtd/jamala-timeonmyhands-cammackjmuhammadi-2004-5af058cd,1,77.50911458333333
19,jtd/jamala-stompinatthesavoy-crosbyifournierv-1958-dddc1bc7,1,98.93880208333333
20,jtd/hicksj-minorblues-dolphindbrooksc-1997-1fdd8048,12,109.98958333333333
21,jtd/petersono-unfair-brownrthigpene-1960-f6eeeddd,19,96.87890625
22,jtd/jarrettk-longtimegonebutnot-hadencmotianp-1967-988152fb,14,82.5
23,pijama/petersono-honeysuckleroseremastered-unaccompanied-xxxx-m87ah182,19,182.29166666666666
24,jtd/petersono-allofyou-mrazgpricer-1970-7ebdc5e1,19,139.98958333333331
25,jtd/evansb-beautifullovetake1-lafarosmotianp-1961-fab8e8ee,3,89.98958333333333
26,pijama/ibrahima-thewedding-unaccompanied-xxxx-2ybfj3hv,0,296.15885416666663
27,pijama/coreac-childrenssongno-unaccompanied-xxxx-hjtx4fi8,7,222.51953125
28,jtd/timmonsb-gettinittogether-bettsktootiea-1964-707abce3,4,249.98958333333331
29,pijama/waltonc-themaybeckbluesliveat-unaccompanied-xxxx-h324vz7q,6,233.79947916666666
30,jtd/jarrettk-goldenearrings-peacockgdejohnettej-1990-0fa86687,14,175.23958333333331
31,jtd/waltonc-therubberman-carterrdejohnettej-1983-9946d28e,6,129.98958333333331
32,jtd/evansb-midnightmood-gomezemorellm-1974-eeb2b914,3,52.5
33,pijama/harrisg-lusbluesliveatmaybeck-unaccompanied-xxxx-9ceecrzu,8,358.109375
34,pijama/waltonc-stellabystarlightliveat-unaccompanied-xxxx-f6keh2s7,6,341.0598958333333
35,jtd/waltonc-weaverofdreams-williamsbjonesw-2010-4f4a8732,6,132.5
36,jtd/petersono-thesongisyou-brownrthigpene-1959-75dc6c68,19,99.98958333333333
37,pijama/mehldaub-johnboylive-unaccompanied-xxxx-swwxkp4b,5,212.04947916666666
38,jtd/evansb-wrapyourtroublesindreams-gomezejoep-1966-a7f750ab,3,79.98958333333333
39,pijama/monkt-ihadntanyonetillyoutake-unaccompanied-xxxx-le6s4s1u,23,199.98958333333331
40,pijama/petersono-roseroom-unaccompanied-xxxx-dus9xe0v,19,129.08984375
41,pijama/coreac-bluemonklive-unaccompanied-xxxx-mly4zd7n,7,262.8255208333333
42,jtd/evansb-upwiththelark-johnsonmlabarberaj-1980-33282cd0,3,42.5
43,jtd/petersono-flymetothemoon-jonessdurhamb-1970-53a13b46,19,129.98958333333331
44,pijama/wilsont-icantgetstartedmoonglow-unaccompanied-xxxx-n7602dri,22,227.5
45,pijama/tynerm-sweetandlovelyliveat-unaccompanied-xxxx-pgm3wukp,18,235.26953125
46,jtd/evansb-wakingup-israelscmotianp-1962-fd5c2d2d,3,69.98958333333333
47,jtd/barronk-stellabystarlight-carterrcobhamb-2003-63b7639c,15,199.98958333333331
48,pijama/hicksj-naomislovesong-unaccompanied-xxxx-j4z5bhnr,12,176.50911458333331
49,jtd/jonesh-alansallies-duviviergdawsona-1978-5bcff2d1,11,66.95182291666666
50,pijama/ibrahima-whozamtwana-unaccompanied-xxxx-liy0mjqg,0,149.4296875
51,jtd/jarrettk-oleo-peacockgdejohnettej-2001-76c37d00,14,227.75911458333331
52,pijama/jonesh-whatdididotobe-unaccompanied-xxxx-kt6fbqmy,11,308.9700520833333
53,jtd/petersono-tricrotism-brownrthigpene-1964-e3a641bd,19,150.00911458333331
54,pijama/ibrahima-blueboleroblueboleroii-unaccompanied-xxxx-v9aajra2,0,38.12890625
55,jtd/evansb-somedaymyprincewillcome-gomezemorellm-1974-426cf53f,3,69.72916666666666
56,jtd/brownr-sistersadie-waltoncjonese-1977-f5293ebf,6,88.68880208333333
57,jtd/jonesh-bluemonk-mrazgwashingtonk-1991-c20e31ce,11,88.00911458333333
58,jtd/evansb-myromance-johnsonmlabarberaj-1980-607b3caf,3,38.01953125
59,jtd/jonesh-arrival-hollanddcopelandk-1989-e6947cf9,11,119.98958333333333
60,jtd/brownr-bagsgroove-greenbnashl-1994-9e0ef6d9,2,62.97395833333333
61,pijama/hicksj-jestalittle-unaccompanied-xxxx-ir1viryc,12,323.07291666666663
62,jtd/jamala-waltzfordebbie-adeyolascrossleyp-1980-0c9b07cd,1,119.97786458333333
63,pijama/mehldaub-meditationiilovemeditation-unaccompanied-xxxx-ouru001s,5,350.96875
64,pijama/jonesh-ivegotafeelingimfalling-unaccompanied-xxxx-ybohbf22,11,202.38932291666666
65,jtd/jarrettk-bopbe-hadencmotianp-1975-1591049e,14,237.86979166666666
66,jtd/coreac-hothouse-gomezemotianp-2010-f057e6f6,7,119.98958333333333
67,pijama/evansb-onacleardayyoucan-unaccompanied-xxxx-aqgg32qc,3,285.45963541666663
68,pijama/greenb-ifyouonlyknew-unaccompanied-xxxx-j00ebboh,2,307.5
69,jtd/petersono-thiscouldbethestart-brownrthigpene-1959-100456a9,19,78.0
70,jtd/barronk-thereisnogreaterlove-williamsbrileyb-1984-90d41f7e,15,257.9192708333333
71,jtd/evansb-makesomeonehappy-israelscwisea-1965-1863fd83,3,89.98958333333333
72,jtd/petersono-taketheatrain-orstednhannaj-1974-5ad1daf5,19,69.46875
73,jtd/timmonsb-whywasiborn-jonessmccurdyr-1964-a6bb6e79,4,169.98958333333331
74,jtd/mancej-rainymorninblues-cranshawbrokerm-1963-9c6dcae4,13,139.98958333333331
75,jtd/barronk-somedaymyprincewillcome-williamsbrileyb-1982-709cf40e,15,189.62890625
76,pijama/ibrahima-capetowndistrictsix-unaccompanied-xxxx-cqyuv0ay,0,219.6640625
77,jtd/evansb-lettertoevan-johnsonmlabarberaj-1980-5ec201fe,3,97.01953125
78,jtd/mancej-intheevening-cranshawbrokerm-1963-fc18d5f4,13,132.5
79,jtd/evansb-sugarplum-gomezemorellm-1972-0cfa2d37,3,102.5
80,jtd/hicksj-withmalicetowardsnone-bookerwmuhammadi-1981-d5c51907,12,179.51953125
