,track,pianist,duration
0,jtd/petersono-motenswing-brownrthigpene-1962-4b417e2e,15,89.98958333333333
1,pijama/wilsont-jumpinoff-unaccompanied-xxxx-97e804q8,17,168.1796875
2,jtd/evansb-sugarplum-gomezemorellm-1972-0cfa2d37,2,102.5
3,jtd/flanagant-quietude-lundgaardjnashl-1993-09b83102,19,128.96875
4,jtd/evansb-whocaniturnto-gomezedejohnettej-1967-d0344842,2,69.98958333333333
5,pijama/cowells-sendaisendoff-unaccompanied-xxxx-76hpa5yu,16,314.45963541666663
6,jtd/drewk-allblues-rstedntootiea-1974-2754da55,13,202.5
7,pijama/drewk-whispernot-unaccompanied-xxxx-qgj9gtgh,13,242.5
8,jtd/jamala-allthethingsyouare-heardjisraely-1992-5d32f8fa,1,99.23958333333333
9,jtd/hicksj-auprivave-drummondrsmittym-1993-c74fad19,9,198.84895833333331
10,jtd/mancej-outsouth-carterrrokerm-1962-cc6a503c,10,49.98958333333333
11,jtd/petersono-tricrotism-brownrthigpene-1964-e3a641bd,15,150.00911458333331
12,pijama/hicksj-uppermanhattanmedicalgrouprecorded-unaccompanied-xxxx-zqxlnsp0,9,249.98958333333331
13,pijama/waltonc-imoldfashionedliveat-unaccompanied-xxxx-xbtnftnw,4,231.57942708333331
14,pijama/harrisg-myfunnyvalentineliveat-unaccompanied-xxxx-cnkmu2xp,6,389.29947916666663
15,jtd/cowells-anthropology-thomascthomasw-1993-2d0fecd1,16,259.9895833333333
16,pijama/mehldaub-monksdream-unaccompanied-xxxx-vqpavh0z,3,459.0091145833333
17,jtd/petersono-summertime-brownrthigpene-1960-1ef3a1ba,15,106.76953125
18,pijama/ibrahima-spiralmist-unaccompanied-xxxx-h8v9c3uz,0,139.64973958333331
19,jtd/hicksj-airegin-lundycmuhammadi-1987-5fc996e8,9,206.95963541666666
20,pijama/cowells-djangoliveatmaybeckrecital-unaccompanied-xxxx-wpmudba3,16,372.69010416666663
21,pijama/harrisg-angeleyesliveatmaybeck-unaccompanied-xxxx-u77ogeao,6,387.5
22,pijama/coreac-someonetowatchoverme-unaccompanied-xxxx-i61luj9d,5,452.609375
23,pijama/ibrahima-bluesforahipking-unaccompanied-xxxx-5bb4qeq6,0,367.79947916666663
24,pijama/mehldaub-andiloveherlive-unaccompanied-xxxx-as1cgema,3,954.25
25,jtd/evansb-sweetlovely-lafarosmotianp-1960-95ba28a5,2,59.98958333333333
26,pijama/coreac-improv1howdeepis-unaccompanied-xxxx-1fpopnlq,5,508.9388020833333
27,pijama/ibrahima-mamma-unaccompanied-xxxx-ly9e05ak,0,68.1796875
28,pijama/jonesh-ohlookatmenow-unaccompanied-xxxx-b9ofqy48,8,267.22916666666663
29,jtd/flanagant-stlouisblues-mrazgwashingtonk-1989-b8ad6c4c,19,102.5
30,pijama/coreac-thinkingofyoulive-unaccompanied-xxxx-uhh5vvu4,5,334.7109375
31,jtd/monkt-teafortwo-orejdunlopf-1966-d0c4f11c,18,119.81901041666666
32,pijama/petersono-toawildrose-unaccompanied-xxxx-83fquvps,15,156.36979166666666
33,jtd/waltonc-bleekerstreetteam-williamsdhigginsb-1985-9b45fd33,4,119.98958333333333
34,pijama/jonesh-alonetogether-unaccompanied-xxxx-kq9fuk56,8,208.13151041666666
35,pijama/wilsont-bodyandsoul-unaccompanied-xxxx-g4mg4vj5,17,279.9895833333333
36,pijama/petersono-sevencomeeleven-unaccompanied-xxxx-f8l3rmxf,15,107.81901041666666
37,pijama/wilsont-morethanyouknow-unaccompanied-xxxx-o8b27o6z,17,165.83984375
38,jtd/mancej-thiscantbelove-bettskwilliamsj-1998-531c49f7,10,218.9296875
39,pijama/jonesh-whatdididotobe-unaccompanied-xxxx-kt6fbqmy,8,308.9700520833333
40,pijama/ibrahima-tokai-unaccompanied-xxxx-wga7p380,0,39.859375
41,jtd/waltonc-ebony-carterrdejohnettej-1983-c3b015a5,4,59.799479166666664
42,jtd/coreac-littlerootietootie-gomezemotianp-2010-d3f30523,5,164.61979166666666
43,jtd/jamala-thegirlnextdoor-nasserjgantf-1965-40ce9e9a,1,228.80989583333331
44,pijama/petersono-roseroom-unaccompanied-xxxx-dus9xe0v,15,129.08984375
45,jtd/jamala-whispernot-nasserjfournierv-1965-dc92588c,1,78.99348958333333
46,pijama/coreac-portrait2krakow-unaccompanied-xxxx-gkzblaks,5,97.0390625
47,jtd/monkt-wellyouneednt-rameygblakeya-1948-7ee289f0,18,112.43880208333333
48,jtd/waltonc-ugetsu-williamsdcobbj-2005-5872ae60,4,209.79947916666666
49,jtd/mancej-fordancersonly-carterrrokerm-1962-7662be56,10,36.98958333333333
50,jtd/petersono-onthetrail-orstednhayesl-1971-c7d26577,15,69.98958333333333
51,jtd/jarrettk-myfoolishheart-peacockgdejohnettej-2001-c32e867c,11,129.98958333333331
52,pijama/monkt-imconfessinthatiloveyou-unaccompanied-xxxx-co7ltkix,18,169.11979166666666
53,jtd/hollandd-yesterdays-joneshhigginsb-1989-126bab92,8,109.98958333333333
54,jtd/tynerm-naima-mrazgfostera-1997-5439f74b,14,148.86979166666666
55,pijama/wilsont-lushlifetakethea-unaccompanied-xxxx-arbjjpir,17,327.609375
56,jtd/flanagant-myshininghour-mrazgkayc-1977-8ae917cc,19,112.5
57,jtd/evansb-midnightmood-johnsonmlabarberaj-1980-00581d7e,2,57.959635416666664
58,jtd/evansb-youregonnahearfromme-gomezedejohnettej-1967-ed653c5d,2,109.98958333333333
59,jtd/jarrettk-oleo-peacockgdejohnettej-2001-76c37d00,11,227.75911458333331
60,jtd/petersono-ifeelpretty-brownrthigpene-1960-e20375cd,15,129.98958333333331
61,jtd/hicksj-timesslimes-mrazgmuhammadi-1997-4d31365f,9,179.72916666666666
62,pijama/ibrahima-bluesforahipking-unaccompanied-xxxx-rql0kv7k,0,68.61979166666666
63,jtd/jonesh-speaklow-hollanddcopelandk-1989-ff7fa594,8,59.98958333333333
64,pijama/tynerm-lushlifeliveatmerkin-unaccompanied-xxxx-rmwi6xk9,14,333.6796875
65,jtd/evansb-asleepinbee-gomezedejohnettej-1967-b3e732de,2,109.59895833333333
66,pijama/wilsont-sugar-unaccompanied-xxxx-6ito7etr,17,172.5
67,jtd/jamala-broadway-crosbyifournierv-1961-3adb2125,1,221.32942708333331
68,jtd/petersono-sixandfour-brownrthigpene-1959-48fe2fc8,15,69.14973958333333
69,pijama/mancej-inasentimentalmood-unaccompanied-xxxx-fe8pcgz3,10,372.5
70,jtd/tynerm-impressions-carterrjonese-1975-cbdd2d66,14,139.98958333333331
71,jtd/evansb-imgettingsentimentaloveryou-gomezemannes-1965-05ec6a48,2,99.64973958333333
72,jtd/waltonc-bluesville-williamsdhigginsb-1985-9a3c61ec,4,159.82942708333331
73,pijama/mehldaub-howlonghasthisbeengoing-unaccompanied-xxxx-1bqdef7m,3,512.2395833333333
74,jtd/mancej-swingmatism-tuckerbthomasb-1960-4f04dd7a,10,119.98958333333333
75,jtd/flanagant-flanagansshenanigans-lundgaardjnashl-1993-a58fe294,19,99.00911458333333
