,track,composer,mapping,duration,split
0,"Bach, Carl Philipp Emanuel, 12 Variations on 'Colin a peine à seize ans', H.226, HezSiUd4RZw.mid","Bach, Carl Philipp",0,331.94921875,train
1,"Bach, Carl Philipp Emanuel, 24 Variations on 'Ich schlief da träumte mir', H.69, b9Y4N6tKYXo.mid","Bach, Carl Philipp",0,891.5755208333333,test
2,"Bach, Carl Philipp Emanuel, Abschied von meinem Silbermannischen Claviere in einem Rondo, H.272, M-arhB04bUo.mid","Bach, Carl Philipp",0,427.05338541666663,test
3,"Bach, Carl Philipp Emanuel, Alla polacca in D major, H.217, mSk3nDnMZoI.mid","Bach, Carl Philipp",0,124.52994791666666,train
4,"Bach, Carl Philipp Emanuel, Clavierstück für die rechte oder linke Hand allein, H.241, 1G3bMTCddF8.mid","Bach, Carl Philipp",0,47.78125,train
5,"Bach, Carl Philipp Emanuel, Fantasia in C major, H.284, I6Can09AU-0.mid","Bach, Carl Philipp",0,460.56901041666663,train
6,"Bach, Carl Philipp Emanuel, Fantasia in C major, H.291, rIJ_G2qUBlg.mid","Bach, Carl Philipp",0,285.85416666666663,train
7,"Bach, Carl Philipp Emanuel, Fantasia in D minor, H.195, nCBfeqDlKb0.mid","Bach, Carl Philipp",0,22.834635416666664,train
8,"Bach, Carl Philipp Emanuel, Fantasia in D minor, H.224, U7Qg11-Rlug.mid","Bach, Carl Philipp",0,25.529947916666664,train
9,"Bach, Carl Philipp Emanuel, Fantasia in F major, H.279, 3kzdnge3vr8.mid","Bach, Carl Philipp",0,226.37890625,train
10,"Bach, Carl Philipp Emanuel, Fantasia in F-sharp minor, H.300, 5zz_5kaWf_w.mid","Bach, Carl Philipp",0,694.1848958333333,train
11,"Bach, Carl Philipp Emanuel, Fantasia in G major, H.223, 7lYcLq9_SVg.mid","Bach, Carl Philipp",0,23.70703125,train
12,"Bach, Carl Philipp Emanuel, Fantasia in G minor, H.225, JsVw2wD_nwY.mid","Bach, Carl Philipp",0,179.62890625,train
13,"Bach, Carl Philipp Emanuel, Keyboard Sonata in A major, H.174, AMMFLi9E_lg.mid","Bach, Carl Philipp",0,233.38932291666666,train
14,"Bach, Carl Philipp Emanuel, Keyboard Sonata in A major, H.186, XaBiZbgHHt0.mid","Bach, Carl Philipp",0,247.61588541666666,valid
15,"Bach, Carl Philipp Emanuel, Keyboard Sonata in A major, H.270, Kwf1jCPp8tc.mid","Bach, Carl Philipp",0,364.51953125,train
16,"Bach, Carl Philipp Emanuel, Keyboard Sonata in A minor, H.131, kmHKUvaVuTY.mid","Bach, Carl Philipp",0,304.66276041666663,train
17,"Bach, Carl Philipp Emanuel, Keyboard Sonata in A minor, H.61, HJ-JrNHBuF0.mid","Bach, Carl Philipp",0,122.39192708333333,train
18,"Bach, Carl Philipp Emanuel, Keyboard Sonata in B minor, H.132, hb7yVsHEc7U.mid","Bach, Carl Philipp",0,198.71875,train
19,"Bach, Carl Philipp Emanuel, Keyboard Sonata in B minor, H.245, VWaA0i-J_2g.mid","Bach, Carl Philipp",0,224.50911458333331,train
20,"Bach, Carl Philipp Emanuel, Keyboard Sonata in B minor, H.32.5, hb7yVsHEc7U.mid","Bach, Carl Philipp",0,198.71875,test
21,"Bach, Carl Philipp Emanuel, Keyboard Sonata in B-flat major, H.116, 8Df7LYJ8lQI.mid","Bach, Carl Philipp",0,168.10286458333331,valid
22,"Bach, Carl Philipp Emanuel, Keyboard Sonata in B-flat major, H.2, OB6XzNGpfpQ.mid","Bach, Carl Philipp",0,332.72916666666663,train
23,"Bach, Carl Philipp Emanuel, Keyboard Sonata in B-flat major, H.211, jF3uV48IpFY.mid","Bach, Carl Philipp",0,345.35026041666663,test
24,"Bach, Carl Philipp Emanuel, Keyboard Sonata in B-flat major, H.51, 0y_s9afepoM.mid","Bach, Carl Philipp",0,382.1263020833333,train
25,"Bach, Carl Philipp Emanuel, Keyboard Sonata in C major, H.41, RNmL3JkKlF4.mid","Bach, Carl Philipp",0,285.5755208333333,train
26,"Bach, Carl Philipp Emanuel, Keyboard Sonata in C major, H.59, go9LRqie-kM.mid","Bach, Carl Philipp",0,165.27864583333331,train
27,"Bach, Carl Philipp Emanuel, Keyboard Sonata in C minor, H.121, 6IGXjAH7ziU.mid","Bach, Carl Philipp",0,250.30989583333331,train
28,"Bach, Carl Philipp Emanuel, Keyboard Sonata in C minor, H.209, -IyD8WjNEJY.mid","Bach, Carl Philipp",0,186.94791666666666,train
29,"Bach, Carl Philipp Emanuel, Keyboard Sonata in D major, H.177, OXbo42cAi_U.mid","Bach, Carl Philipp",0,189.57942708333331,valid
30,"Bach, Carl Philipp Emanuel, Keyboard Sonata in D minor, H.105, unFrbHAC0Mk.mid","Bach, Carl Philipp",0,123.80208333333333,train
31,"Bach, Carl Philipp Emanuel, Keyboard Sonata in D minor, H.128, 8elELfFbLbc.mid","Bach, Carl Philipp",0,187.55078125,train
32,"Bach, Carl Philipp Emanuel, Keyboard Sonata in D minor, H.208, ds-n-ZXrejc.mid","Bach, Carl Philipp",0,214.00911458333331,train
33,"Bach, Carl Philipp Emanuel, Keyboard Sonata in D minor, H.38, etjURJbHCYA.mid","Bach, Carl Philipp",0,290.83984375,train
34,"Bach, Carl Philipp Emanuel, Keyboard Sonata in D minor, H.53, frRdp5wbYjI.mid","Bach, Carl Philipp",0,302.7122395833333,train
35,"Bach, Carl Philipp Emanuel, Keyboard Sonata in D minor, H.60, _L_sBdOzRgY.mid","Bach, Carl Philipp",0,242.04166666666666,train
36,"Bach, Carl Philipp Emanuel, Keyboard Sonata in E major, H.117, 2o6clX5mXs8.mid","Bach, Carl Philipp",0,295.13932291666663,train
37,"Bach, Carl Philipp Emanuel, Keyboard Sonata in E major, H.213, DDa8rQV6M8M.mid","Bach, Carl Philipp",0,576.8190104166666,valid
38,"Bach, Carl Philipp Emanuel, Keyboard Sonata in E major, H.39, f9yCLAbCVDA.mid","Bach, Carl Philipp",0,267.5,train
39,"Bach, Carl Philipp Emanuel, Keyboard Sonata in E major, H.83, HKDMLyyueTA.mid","Bach, Carl Philipp",0,198.609375,train
40,"Bach, Carl Philipp Emanuel, Keyboard Sonata in E minor, H.176, 2dfBKKBzWFk.mid","Bach, Carl Philipp",0,124.29817708333333,train
41,"Bach, Carl Philipp Emanuel, Keyboard Sonata in E minor, H.281, _P28iGNDF3Y.mid","Bach, Carl Philipp",0,517.7591145833333,train
42,"Bach, Carl Philipp Emanuel, Keyboard Sonata in E minor, H.287, q3sPQA8OtXo.mid","Bach, Carl Philipp",0,166.07291666666666,train
43,"Bach, Carl Philipp Emanuel, Keyboard Sonata in E minor, H.66, lCHNtG2hso0.mid","Bach, Carl Philipp",0,179.07942708333331,train
44,"Bach, Carl Philipp Emanuel, Keyboard Sonata in F major, H.130, xLztVYYmqNo.mid","Bach, Carl Philipp",0,418.1888020833333,train
45,"Bach, Carl Philipp Emanuel, Keyboard Sonata in F major, H.240, vIGTVGNeia8.mid","Bach, Carl Philipp",0,166.83072916666666,train
46,"Bach, Carl Philipp Emanuel, Keyboard Sonata in F major, H.52, 1mBL2wasLnU.mid","Bach, Carl Philipp",0,223.89322916666666,train
47,"Bach, Carl Philipp Emanuel, Keyboard Sonata in F major, H.55, zRPTf8eGLWc.mid","Bach, Carl Philipp",0,112.5,train
48,"Bach, Carl Philipp Emanuel, Keyboard Sonata in F major, H.58, aaaAPtVqnuo.mid","Bach, Carl Philipp",0,220.90364583333331,train
49,"Bach, Carl Philipp Emanuel, Keyboard Sonata in F minor, H.40, dOMUK-RKh7Q.mid","Bach, Carl Philipp",0,694.6796875,train
50,"Bach, Carl Philipp Emanuel, Keyboard Sonata in G major, H.15, T1mpDBQxyWI.mid","Bach, Carl Philipp",0,216.95703125,train
51,"Bach, Carl Philipp Emanuel, Keyboard Sonata in G major, H.187, WnqGOu4UVtk.mid","Bach, Carl Philipp",0,535.0299479166666,test
52,"Bach, Carl Philipp Emanuel, Keyboard Sonata in G minor, H.118, YANzC1iV1Zo.mid","Bach, Carl Philipp",0,153.69921875,valid
53,"Bach, Carl Philipp Emanuel, Keyboard Sonata in G minor, H.21, Y69rFp8RlJ0.mid","Bach, Carl Philipp",0,165.41276041666666,train
54,"Bach, Carl Philipp Emanuel, Keyboard Sonata in G minor, H.210, KGo32UvyYn4.mid","Bach, Carl Philipp",0,191.17447916666666,train
55,"Bach, Carl Philipp Emanuel, L'Aly Rupalich, H.95, aAlzWoLOidk.mid","Bach, Carl Philipp",0,154.7890625,train
56,"Bach, Carl Philipp Emanuel, L'Auguste, H.122, ANZovAqNURY.mid","Bach, Carl Philipp",0,100.47916666666666,train
57,"Bach, Carl Philipp Emanuel, L'Ernestine, H.124, RTR_K-tZqpY.mid","Bach, Carl Philipp",0,110.86328125,train
58,"Bach, Carl Philipp Emanuel, La Bergius, H.90, wdyKGjRWMLk.mid","Bach, Carl Philipp",0,132.88932291666666,train
59,"Bach, Carl Philipp Emanuel, La Borchward, H.79, WCV-GnANO3k.mid","Bach, Carl Philipp",0,80.6796875,valid
60,"Bach, Carl Philipp Emanuel, La Capricieuse, H.113, QcC7KiHOg7w.mid","Bach, Carl Philipp",0,92.09375,valid
61,"Bach, Carl Philipp Emanuel, La Caroline, H.98, vcraR6hhB-o.mid","Bach, Carl Philipp",0,82.97005208333333,train
62,"Bach, Carl Philipp Emanuel, La Complaisante, H.109, 3DhBpPThQfc.mid","Bach, Carl Philipp",0,172.5,train
63,"Bach, Carl Philipp Emanuel, La Gabriel, H.97, LQwaK1liOXA.mid","Bach, Carl Philipp",0,164.34114583333331,valid
64,"Bach, Carl Philipp Emanuel, La Gause, H.82, v2nD0hIp_FI.mid","Bach, Carl Philipp",0,82.71875,train
65,"Bach, Carl Philipp Emanuel, La Gleim, H.89, WF6xDo6kmmY.mid","Bach, Carl Philipp",0,148.2734375,train
66,"Bach, Carl Philipp Emanuel, La Louise, H.114, 8RgQNEzt0aE.mid","Bach, Carl Philipp",0,182.54947916666666,train
67,"Bach, Carl Philipp Emanuel, La Philippine, H.96, m9P5FMfLR_Q.mid","Bach, Carl Philipp",0,99.68489583333333,train
68,"Bach, Carl Philipp Emanuel, La Pott, H.80, x0fRhobYDsU.mid","Bach, Carl Philipp",0,87.12890625,train
69,"Bach, Carl Philipp Emanuel, La Prinzette, H.91, IHotZU2Tw1E.mid","Bach, Carl Philipp",0,132.2421875,train
70,"Bach, Carl Philipp Emanuel, La Stahl, H.94, qbBxC5Q2Y2M.mid","Bach, Carl Philipp",0,246.796875,train
71,"Bach, Carl Philipp Emanuel, Les langueurs tendres, H.110, H942pDBL_gs.mid","Bach, Carl Philipp",0,70.61588541666666,test
72,"Bach, Carl Philipp Emanuel, Menuet in C major, H.216, ZFpaSPueVeY.mid","Bach, Carl Philipp",0,119.1796875,train
73,"Bach, Carl Philipp Emanuel, Menuet in F major, H.218, UTtgkpZADqs.mid","Bach, Carl Philipp",0,191.859375,train
74,"Bach, Carl Philipp Emanuel, Presto in C minor, H.230, vm4l9ovabVQ.mid","Bach, Carl Philipp",0,68.53645833333333,valid
75,"Bach, Carl Philipp Emanuel, Rondo in A minor, H.262, D-jdMJ00inY.mid","Bach, Carl Philipp",0,383.9934895833333,train
76,"Bach, Carl Philipp Emanuel, Rondo in C major, H.260, TOhbgKj68ZM.mid","Bach, Carl Philipp",0,377.08203125,train
77,"Bach, Carl Philipp Emanuel, Rondo in E-flat major, H.288, QlNCH-Jp61M.mid","Bach, Carl Philipp",0,271.8997395833333,test
78,"Bach, Carl Philipp Emanuel, Rondo in F major, H.266, fCIIW-9C1Qg.mid","Bach, Carl Philipp",0,338.3372395833333,train
79,"Bach, Carl Philipp Emanuel, Rondo in G major, H.271, 996yMEb6v_s.mid","Bach, Carl Philipp",0,283.4973958333333,train
80,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid","Bach, Carl Philipp",0,37.725260416666664,test
81,"Bach, Carl Philipp Emanuel, Solfeggio in C minor, H.220, 9rDGc69FQcY.mid","Bach, Carl Philipp",0,67.32942708333333,train
82,"Bach, Carl Philipp Emanuel, Solfeggio in E-flat major, H.221, fCjbApF1NTo.mid","Bach, Carl Philipp",0,40.86458333333333,train
83,"Bach, Johann Sebastian, 15 Sinfonias, BWV 787-801, ntLGHRX5XOE.mid","Bach, Johann Sebastian",1,1479.9088541666665,train
84,"Bach, Johann Sebastian, Air in F major, BWV Anh.131, ofljU7lmZMA.mid","Bach, Johann Sebastian",1,62.5,train
85,"Bach, Johann Sebastian, Allemande in C minor, BWV 834, 0lx-kPXgPw8.mid","Bach, Johann Sebastian",1,284.1497395833333,train
86,"Bach, Johann Sebastian, Allemande in G minor, BWV 836, mCCux8jvhkA.mid","Bach, Johann Sebastian",1,158.96875,train
87,"Bach, Johann Sebastian, Als der gütige Gott vollenden wollt sein Wort, BWV 264, I69tdLLbIyw.mid","Bach, Johann Sebastian",1,36.38411458333333,valid
88,"Bach, Johann Sebastian, Andante in G minor, BWV 969, IN5Ma07uT5M.mid","Bach, Johann Sebastian",1,106.63932291666666,train
89,"Bach, Johann Sebastian, Applicatio in C major, BWV 994, eT0Qcf4C0fI.mid","Bach, Johann Sebastian",1,71.56901041666666,train
90,"Bach, Johann Sebastian, Aria variata in A minor, BWV 989, cpgCkQXmz8g.mid","Bach, Johann Sebastian",1,576.7591145833333,train
91,"Bach, Johann Sebastian, Capriccio in B-flat major, BWV 992, 5Y6D4Y17SVo.mid","Bach, Johann Sebastian",1,668.1614583333333,valid
92,"Bach, Johann Sebastian, Chromatic Fantasia and Fugue, BWV 903, lHTMq-5B9Co.mid","Bach, Johann Sebastian",1,720.44921875,train
93,"Bach, Johann Sebastian, Das wohltemperierte Klavier I, BWV 846-869, Ugc5FZsycAw.mid","Bach, Johann Sebastian",1,6390.94921875,train
94,"Bach, Johann Sebastian, Die Nacht ist kommen, BWV 296, _Jv3YYjHnqc.mid","Bach, Johann Sebastian",1,57.25,test
95,"Bach, Johann Sebastian, Duetto No.1 in E minor, BWV 802, XJDb00Go7vE.mid","Bach, Johann Sebastian",1,159.88671875,train
96,"Bach, Johann Sebastian, Duetto No.2 in F major, BWV 803, Dy_7dXtdPzc.mid","Bach, Johann Sebastian",1,172.5,train
97,"Bach, Johann Sebastian, Duetto No.3 in G major, BWV 804, 7Dc3en1ntpM.mid","Bach, Johann Sebastian",1,156.29947916666666,test
98,"Bach, Johann Sebastian, Duetto No.4 in A minor, BWV 805, UeXbygrzXrQ.mid","Bach, Johann Sebastian",1,362.45572916666663,train
99,"Bach, Johann Sebastian, English Suite No.1 in A major, BWV 806, xS0lss7ogNI.mid","Bach, Johann Sebastian",1,1211.2291666666665,train
100,"Bach, Johann Sebastian, English Suite No.2 in A minor, BWV 807, dTEYwfgWFD0.mid","Bach, Johann Sebastian",1,1128.1588541666665,train
101,"Bach, Johann Sebastian, English Suite No.3 in G minor, BWV 808, H9gzsY9jIx4.mid","Bach, Johann Sebastian",1,1016.2734375,train
102,"Bach, Johann Sebastian, English Suite No.5 in E minor, BWV 810, _HKagOA4SFM.mid","Bach, Johann Sebastian",1,1178.25,train
103,"Bach, Johann Sebastian, English Suite No.6 in D minor, BWV 811, IY0KTBQD3bQ.mid","Bach, Johann Sebastian",1,1426.6692708333333,train
104,"Bach, Johann Sebastian, Fantasia and Fugue in A minor, BWV 904, Ln99yU7WNr0.mid","Bach, Johann Sebastian",1,537.125,train
105,"Bach, Johann Sebastian, Fantasia and Fugue in A minor, BWV 944, 6n3n6Ouw_4c.mid","Bach, Johann Sebastian",1,254.73177083333331,test
106,"Bach, Johann Sebastian, Fantasia and Fugue in C minor, BWV 906, dT7FnwO40cQ.mid","Bach, Johann Sebastian",1,263.46875,train
107,"Bach, Johann Sebastian, Fantasia and Fugue in D minor, BWV 905, wdd10j7RIao.mid","Bach, Johann Sebastian",1,328.0989583333333,train
108,"Bach, Johann Sebastian, Fantasia in C minor, BWV 919, 2-eh1_yu6Vg.mid","Bach, Johann Sebastian",1,129.38411458333331,train
109,"Bach, Johann Sebastian, Fantasia in D minor, BWV 903a, -GLrRLJu2BE.mid","Bach, Johann Sebastian",1,375.26171875,train
110,"Bach, Johann Sebastian, Fantasia in G minor, BWV 920, 2EGv3LpoAJw.mid","Bach, Johann Sebastian",1,492.44921875,valid
111,"Bach, Johann Sebastian, French Suite No.2 in C minor, BWV 813, FU0jr1obOao.mid","Bach, Johann Sebastian",1,851.3984375,train
112,"Bach, Johann Sebastian, French Suite No.4 in E-flat major, BWV 815, Z1fZ54Ho1nw.mid","Bach, Johann Sebastian",1,695.8294270833333,train
113,"Bach, Johann Sebastian, French Suite No.5 in G major, BWV 816, f_U0lm6HZMk.mid","Bach, Johann Sebastian",1,971.0390625,train
114,"Bach, Johann Sebastian, French Suite No.6 in E major, BWV 817, kkNPezHTWzU.mid","Bach, Johann Sebastian",1,918.0,train
115,"Bach, Johann Sebastian, Fugue (on the theme 'B-A-C-H') in C minor, BWV Anh.110, LX1NdbKI9BE.mid","Bach, Johann Sebastian",1,276.1796875,test
116,"Bach, Johann Sebastian, Fugue in B-flat major, BWV Anh.105, uBuSTf464T0.mid","Bach, Johann Sebastian",1,92.86979166666666,test
117,"Bach, Johann Sebastian, Fugue in B-flat major, BWV Anh.45, yPxxH2EOQu8.mid","Bach, Johann Sebastian",1,115.21875,train
118,"Bach, Johann Sebastian, Fugue in C major, BWV 953, Lb3tUPg7p_s.mid","Bach, Johann Sebastian",1,89.75390625,train
119,"Bach, Johann Sebastian, Fugue in E minor, BWV 960, ZltFnDMfusw.mid","Bach, Johann Sebastian",1,131.9296875,test
120,"Bach, Johann Sebastian, Fugue in F-sharp major, BWV Anh.97, PY4xmntLt88.mid","Bach, Johann Sebastian",1,133.83984375,train
121,"Bach, Johann Sebastian, Goldberg-Variationen, BWV 988, 15ezpwCHtJs.mid","Bach, Johann Sebastian",1,4935.87109375,train
122,"Bach, Johann Sebastian, Herr, ich habe missgehandelt, BWV 331, r9UOPtkJido.mid","Bach, Johann Sebastian",1,214.62890625,train
123,"Bach, Johann Sebastian, Invention in A major, BWV 783, qmorlhskYNI.mid","Bach, Johann Sebastian",1,76.69921875,valid
124,"Bach, Johann Sebastian, Invention in A minor, BWV 784, TxtD9nBmNHI.mid","Bach, Johann Sebastian",1,71.97916666666666,train
125,"Bach, Johann Sebastian, Invention in B minor, BWV 786, 6ZlsbHOsRiY.mid","Bach, Johann Sebastian",1,64.75,train
126,"Bach, Johann Sebastian, Invention in B-flat major, BWV 785, 3p_0SLgf7yU.mid","Bach, Johann Sebastian",1,98.34895833333333,test
127,"Bach, Johann Sebastian, Invention in C major, BWV 772, R4IzqJtD4dM.mid","Bach, Johann Sebastian",1,154.06510416666666,valid
128,"Bach, Johann Sebastian, Invention in C minor, BWV 773, XCh0k-jsCiY.mid","Bach, Johann Sebastian",1,81.24348958333333,train
129,"Bach, Johann Sebastian, Invention in D major, BWV 774, whfkzyoRau8.mid","Bach, Johann Sebastian",1,87.43880208333333,train
130,"Bach, Johann Sebastian, Invention in D minor, BWV 775, 3JVYh1ZX78c.mid","Bach, Johann Sebastian",1,55.08984375,test
131,"Bach, Johann Sebastian, Invention in E major, BWV 777, UuMdUG-eZtk.mid","Bach, Johann Sebastian",1,239.52994791666666,train
132,"Bach, Johann Sebastian, Invention in E minor, BWV 778, iI5lzwX785Y.mid","Bach, Johann Sebastian",1,96.5390625,train
133,"Bach, Johann Sebastian, Invention in E-flat major, BWV 776, 1Eya7xi4GoU.mid","Bach, Johann Sebastian",1,106.54947916666666,train
134,"Bach, Johann Sebastian, Invention in F major, BWV 779, -wfkUYsbOxM.mid","Bach, Johann Sebastian",1,72.5,train
135,"Bach, Johann Sebastian, Invention in F minor, BWV 780, 1ytvth9cXeo.mid","Bach, Johann Sebastian",1,112.5,train
136,"Bach, Johann Sebastian, Invention in G major, BWV 781, jVHqIK13-nk.mid","Bach, Johann Sebastian",1,64.859375,train
137,"Bach, Johann Sebastian, Invention in G minor, BWV 782, p6zdhYloTnI.mid","Bach, Johann Sebastian",1,104.02994791666666,train
138,"Bach, Johann Sebastian, March in E-flat major, BWV Anh.127, -_6JYI6H1C8.mid","Bach, Johann Sebastian",1,111.90885416666666,train
139,"Bach, Johann Sebastian, Minuet in A minor, BWV Anh.120, -v5tAtl2KjQ.mid","Bach, Johann Sebastian",1,96.7734375,train
140,"Bach, Johann Sebastian, Minuet in B-flat-major, BWV Anh.118, uPOZKPBVhLM.mid","Bach, Johann Sebastian",1,87.0,train
141,"Bach, Johann Sebastian, Minuet in F major, BWV Anh.113, -OqSGhlsdgQ.mid","Bach, Johann Sebastian",1,119.15885416666666,train
142,"Bach, Johann Sebastian, Minuet in G major, BWV Anh.114, p1gGxpitLO8.mid","Bach, Johann Sebastian",1,96.79947916666666,train
143,"Bach, Johann Sebastian, Musette in D major, BWV Anh.126, Fa8Wqn2fDaA.mid","Bach, Johann Sebastian",1,84.81901041666666,train
144,"Bach, Johann Sebastian, Nun lob, mein Seel, den Herren, BWV 390, OqFDs-QqSho.mid","Bach, Johann Sebastian",1,289.6028645833333,valid
145,"Bach, Johann Sebastian, Partita in A minor, BWV 827, kPQ42cP09pM.mid","Bach, Johann Sebastian",1,2185.5,valid
146,"Bach, Johann Sebastian, Partita in B-flat major, BWV 825, feikrhaRFTk.mid","Bach, Johann Sebastian",1,2097.5065104166665,train
147,"Bach, Johann Sebastian, Partita in C minor, BWV 826, VNG8Jmz5zqI.mid","Bach, Johann Sebastian",1,1164.3190104166665,valid
148,"Bach, Johann Sebastian, Partita in D major, BWV 828, 61Hn85VU7d0.mid","Bach, Johann Sebastian",1,3000.0,train
149,"Bach, Johann Sebastian, Partita in E minor, BWV 830, Hu0TihVQnaY.mid","Bach, Johann Sebastian",1,1808.15234375,train
150,"Bach, Johann Sebastian, Partita in G major, BWV 829, aecenXn3obw.mid","Bach, Johann Sebastian",1,2411.673177083333,train
151,"Bach, Johann Sebastian, Polonaise in D minor, BWV Anh.128, 1_kE609bA7g.mid","Bach, Johann Sebastian",1,87.5,train
152,"Bach, Johann Sebastian, Polonaise in F major, BWV Anh.117a, W_ZWH7wGB1M.mid","Bach, Johann Sebastian",1,118.41927083333333,train
153,"Bach, Johann Sebastian, Prelude and Fughetta in D minor, BWV 899, YyCQ61sisds.mid","Bach, Johann Sebastian",1,145.13541666666666,valid
154,"Bach, Johann Sebastian, Prelude and Fughetta in E minor, BWV 900, 3M_Bf7iwPlA.mid","Bach, Johann Sebastian",1,220.79947916666666,test
155,"Bach, Johann Sebastian, Prelude and Fughetta in G major, BWV 902, aYPld96pzR4.mid","Bach, Johann Sebastian",1,203.28385416666666,train
156,"Bach, Johann Sebastian, Prelude and Fugue in A major, BWV 864, WKNfd8GzFjw.mid","Bach, Johann Sebastian",1,225.32942708333331,train
157,"Bach, Johann Sebastian, Prelude and Fugue in A major, BWV 888, dBj7TNg4uWs.mid","Bach, Johann Sebastian",1,206.87630208333331,train
158,"Bach, Johann Sebastian, Prelude and Fugue in A minor, BWV 889, aPSCHZnjw2k.mid","Bach, Johann Sebastian",1,360.1497395833333,train
159,"Bach, Johann Sebastian, Prelude and Fugue in A minor, BWV 894, zYccvhhTmNw.mid","Bach, Johann Sebastian",1,617.8072916666666,train
160,"Bach, Johann Sebastian, Prelude and Fugue in A-flat major, BWV 862, gCL5Zvnt0TU.mid","Bach, Johann Sebastian",1,244.11458333333331,train
161,"Bach, Johann Sebastian, Prelude and Fugue in A-flat major, BWV 886, 5qfTOKrfzdU.mid","Bach, Johann Sebastian",1,349.6067708333333,train
162,"Bach, Johann Sebastian, Prelude and Fugue in B major, BWV 868, bfjaxVZPpHc.mid","Bach, Johann Sebastian",1,195.52994791666666,train
163,"Bach, Johann Sebastian, Prelude and Fugue in B major, BWV 892, OCnENbenhzw.mid","Bach, Johann Sebastian",1,369.65494791666663,test
164,"Bach, Johann Sebastian, Prelude and Fugue in B minor, BWV 869, SmE6zH0kErM.mid","Bach, Johann Sebastian",1,691.4596354166666,train
